n°_evaluation,fitness,precision,f-measure,static_fitness,static_precision,static_f-measure
700,0.1063829787234043,0.4,0.16806722689075637,0.08510638297872342,0.25,0.126984126984127
701,0.05084745762711862,0.0,0.0,0.05084745762711862,0.0,0.0
702,1.0,0.6,0.7499999999999999,0.8,0.25,0.38095238095238093
703,0.15909090909090906,0.4,0.22764227642276422,0.15909090909090906,0.4,0.22764227642276422
704,0.14893617021276595,0.5714285714285714,0.23628691983122363,0.12765957446808507,0.25,0.16901408450704222
705,0.1063829787234043,0.4,0.16806722689075637,0.08510638297872342,0.25,0.126984126984127
706,0.0847457627118644,0.4,0.13986013986013984,0.06779661016949157,0.25,0.10666666666666672
707,0.08196721311475408,0.4,0.13605442176870747,0.06557377049180324,0.25,0.10389610389610385
708,0.09999999999999998,0.4,0.15999999999999998,0.07999999999999996,0.25,0.12121212121212116
709,0.1470588235294118,0.4,0.21505376344086025,0.11764705882352944,0.25,0.16000000000000003
710,0.1842105263157895,0.4,0.2522522522522523,0.1578947368421053,0.25,0.19354838709677422
711,0.06000000000000005,0.0,0.0,0.06000000000000005,0.0,0.0
712,0.1063829787234043,0.4,0.16806722689075637,0.08510638297872342,0.25,0.126984126984127
713,0.08860759493670889,0.7142857142857143,0.15765765765765768,0.07594936708860756,0.25,0.11650485436893199
714,0.10204081632653061,0.4,0.16260162601626016,0.08163265306122447,0.25,0.12307692307692306
715,0.1063829787234043,0.4,0.16806722689075637,0.08510638297872342,0.25,0.126984126984127
716,0.09433962264150941,0.4,0.15267175572519082,0.07547169811320753,0.25,0.11594202898550722
717,0.18518518518518523,0.4,0.2531645569620254,0.14814814814814814,0.25,0.18604651162790697
718,0.06578947368421051,0.0,0.0,0.052631578947368474,0.0,0.0
719,0.08235294117647063,0.7142857142857143,0.14767932489451482,0.09411764705882353,0.75,0.16724738675958187
720,0.0864197530864198,0.4,0.14213197969543157,0.07407407407407407,0.25,0.11428571428571428
721,0.1923076923076923,0.4,0.25974025974025977,0.15384615384615385,0.25,0.1904761904761905
722,0.1063829787234043,0.25,0.14925373134328362,0.08510638297872342,0.25,0.126984126984127
723,0.1063829787234043,0.4,0.16806722689075637,0.08510638297872342,0.25,0.126984126984127
724,0.0786516853932584,0.7142857142857143,0.14170040485829954,0.0674157303370787,0.25,0.1061946902654868
